RESIDENCIA/ORIGEN;Continentes;Países;Concepto turístico;CCAA de destino;Periodo;Total
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M09;66.445
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M08;78.115
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M07;101.499
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M06;50.929
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M05;61.381
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M04;58.797
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M03;82.229
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M02;69.916
Total;Europa;República Checa;Pernoctaciones;Canarias;2023M01;62.979
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M09;6,1
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M08;6,3
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M07;6,4
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M06;6,3
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M05;5,5
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M04;5,6
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M03;6,2
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M02;6,5
Total;Europa;República Checa;Duración media de los viajes;Balears, Illes;2023M01;6,6
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M09;7,6
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M08;8,3
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M07;7,9
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M06;7,0
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M05;7,6
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M04;7,5
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M03;7,6
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M02;7,7
Total;Europa;República Checa;Duración media de los viajes;Canarias;2023M01;9,0
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M09;6.821
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M08;6.036
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M07;9.291
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M06;4.177
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M05;3.343
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M04;3.234
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M03;553
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M02;272
Total;Europa;República Eslovaca;Turistas;Balears, Illes;2023M01;308
Total;Europa;República Eslovaca;Turistas;Canarias;2023M09;2.425
Total;Europa;República Eslovaca;Turistas;Canarias;2023M08;1.894
Total;Europa;República Eslovaca;Turistas;Canarias;2023M07;3.179
Total;Europa;República Eslovaca;Turistas;Canarias;2023M06;2.336
Total;Europa;República Eslovaca;Turistas;Canarias;2023M05;2.236
Total;Europa;República Eslovaca;Turistas;Canarias;2023M04;2.088
Total;Europa;República Eslovaca;Turistas;Canarias;2023M03;2.264
Total;Europa;República Eslovaca;Turistas;Canarias;2023M02;1.505
Total;Europa;República Eslovaca;Turistas;Canarias;2023M01;2.289
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M09;48.429
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M08;45.270
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M07;67.824
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M06;23.809
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M05;16.715
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M04;16.170
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M03;3.539
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M02;1.714
Total;Europa;República Eslovaca;Pernoctaciones;Balears, Illes;2023M01;2.033
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M09;20.246
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M08;17.192
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M07;26.768
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M06;16.679
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M05;16.771
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M04;15.627
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M03;16.763
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M02;11.063
Total;Europa;República Eslovaca;Pernoctaciones;Canarias;2023M01;17.500
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M09;7,1
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M08;7,5
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M07;7,3
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M06;5,7
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M05;5,0
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M04;5,0
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M03;6,4
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M02;6,3
Total;Europa;República Eslovaca;Duración media de los viajes;Balears, Illes;2023M01;6,6
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M09;8,3
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M08;9,1
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M07;8,4
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M06;7,1
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M05;7,5
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M04;7,5
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M03;7,4
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M02;7,4
Total;Europa;República Eslovaca;Duración media de los viajes;Canarias;2023M01;7,6
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M09;7.972
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M08;8.766
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M07;8.910
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M06;5.815
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M05;3.440
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M04;2.413
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M03;820
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M02;513
Total;Europa;Rumanía;Turistas;Balears, Illes;2023M01;581
Total;Europa;Rumanía;Turistas;Canarias;2023M09;4.220
Total;Europa;Rumanía;Turistas;Canarias;2023M08;4.638
Total;Europa;Rumanía;Turistas;Canarias;2023M07;4.881
Total;Europa;Rumanía;Turistas;Canarias;2023M06;4.223
Total;Europa;Rumanía;Turistas;Canarias;2023M05;3.153
Total;Europa;Rumanía;Turistas;Canarias;2023M04;3.351
Total;Europa;Rumanía;Turistas;Canarias;2023M03;3.270
Total;Europa;Rumanía;Turistas;Canarias;2023M02;3.630
Total;Europa;Rumanía;Turistas;Canarias;2023M01;4.546
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M09;56.601
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M08;66.622
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M07;58.806
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M06;36.053
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M05;20.640
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M04;15.685
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M03;6.150
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M02;4.155
Total;Europa;Rumanía;Pernoctaciones;Balears, Illes;2023M01;5.055
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M09;34.515
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M08;38.395
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M07;37.476
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M06;31.066
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M05;22.850
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M04;26.736
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M03;28.008
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M02;29.825
Total;Europa;Rumanía;Pernoctaciones;Canarias;2023M01;38.537
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M09;7,1
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M08;7,6
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M07;6,6
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M06;6,2
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M05;6,0
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M04;6,5
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M03;7,5
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M02;8,1
Total;Europa;Rumanía;Duración media de los viajes;Balears, Illes;2023M01;8,7
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M09;8,2
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M08;8,3
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M07;7,7
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M06;7,4
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M05;7,2
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M04;8,0
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M03;8,6
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M02;8,2
Total;Europa;Rumanía;Duración media de los viajes;Canarias;2023M01;8,5
Total;Europa;Rusia;Turistas;Balears, Illes;2023M09;1.283
Total;Europa;Rusia;Turistas;Balears, Illes;2023M08;1.846
Total;Europa;Rusia;Turistas;Balears, Illes;2023M07;1.719
Total;Europa;Rusia;Turistas;Balears, Illes;2023M06;983
Total;Europa;Rusia;Turistas;Balears, Illes;2023M05;692
Total;Europa;Rusia;Turistas;Balears, Illes;2023M04;595
Total;Europa;Rusia;Turistas;Balears, Illes;2023M03;228
Total;Europa;Rusia;Turistas;Balears, Illes;2023M02;179
Total;Europa;Rusia;Turistas;Balears, Illes;2023M01;234
Total;Europa;Rusia;Turistas;Canarias;2023M09;957
Total;Europa;Rusia;Turistas;Canarias;2023M08;945
Total;Europa;Rusia;Turistas;Canarias;2023M07;959
Total;Europa;Rusia;Turistas;Canarias;2023M06;860
Total;Europa;Rusia;Turistas;Canarias;2023M05;902
Total;Europa;Rusia;Turistas;Canarias;2023M04;1.043
Total;Europa;Rusia;Turistas;Canarias;2023M03;1.007
Total;Europa;Rusia;Turistas;Canarias;2023M02;930
Total;Europa;Rusia;Turistas;Canarias;2023M01;1.358
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M09;10.007
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M08;15.322
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M07;13.580
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M06;6.684
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M05;4.567
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M04;4.641
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M03;1.847
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M02;1.611
Total;Europa;Rusia;Pernoctaciones;Balears, Illes;2023M01;2.083
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M09;8.158
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M08;10.708
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M07;9.376
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M06;8.094
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M05;8.380
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M04;10.183
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M03;9.385
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M02;9.127
Total;Europa;Rusia;Pernoctaciones;Canarias;2023M01;11.791
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M09;7,8
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M08;8,3
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M07;7,9
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M06;6,8
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M05;6,6
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M04;7,8
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M03;8,1
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M02;9,0
Total;Europa;Rusia;Duración media de los viajes;Balears, Illes;2023M01;8,9
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M09;8,5
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M08;11,3
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M07;9,8
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M06;9,4
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M05;9,3
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M04;9,8
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M03;9,3
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M02;9,8
Total;Europa;Rusia;Duración media de los viajes;Canarias;2023M01;8,7
Total;Europa;San Marino;Turistas;Balears, Illes;2023M09;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M08;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M07;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M06;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M05;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M04;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M03;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M02;""
Total;Europa;San Marino;Turistas;Balears, Illes;2023M01;""
Total;Europa;San Marino;Turistas;Canarias;2023M09;""
Total;Europa;San Marino;Turistas;Canarias;2023M08;""
Total;Europa;San Marino;Turistas;Canarias;2023M07;""
Total;Europa;San Marino;Turistas;Canarias;2023M06;""
Total;Europa;San Marino;Turistas;Canarias;2023M05;""
Total;Europa;San Marino;Turistas;Canarias;2023M04;""
Total;Europa;San Marino;Turistas;Canarias;2023M03;""
Total;Europa;San Marino;Turistas;Canarias;2023M02;""
Total;Europa;San Marino;Turistas;Canarias;2023M01;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M09;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M08;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M07;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M06;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M05;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M04;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M03;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M02;""
Total;Europa;San Marino;Pernoctaciones;Balears, Illes;2023M01;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M09;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M08;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M07;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M06;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M05;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M04;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M03;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M02;""
Total;Europa;San Marino;Pernoctaciones;Canarias;2023M01;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Europa;San Marino;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M09;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M08;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M07;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M06;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M05;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M04;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M03;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M02;""
Total;Europa;San Marino;Duración media de los viajes;Canarias;2023M01;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M09;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M08;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M07;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M06;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M05;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M04;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M03;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M02;""
Total;Europa;Santa Sede;Turistas;Balears, Illes;2023M01;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M09;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M08;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M07;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M06;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M05;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M04;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M03;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M02;""
Total;Europa;Santa Sede;Turistas;Canarias;2023M01;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M09;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M08;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M07;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M06;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M05;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M04;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M03;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M02;""
Total;Europa;Santa Sede;Pernoctaciones;Balears, Illes;2023M01;""
Total;Europa;Santa Sede;Pernoctaciones;Canarias;2023M09;""
Total;Europa;Santa Sede;Pernoctaciones;Canarias;2023M08;""
Total;Europa;Santa Sede;Pernoctaciones;Canarias;2023M07;""
